,Date,Open,High,Low,Close
554,2008-12-12,92.8,99.0,92.53,98.27
555,2008-12-15,95.99,96.21,93.0,94.75
556,2008-12-16,93.98,96.48,92.75,95.43
557,2008-12-17,91.03,91.1,88.02,89.16
558,2008-12-18,89.31,90.83,88.44,89.43
559,2008-12-19,90.13,90.94,88.8,90.0
560,2008-12-22,90.02,90.03,84.69,85.74
561,2008-12-23,86.87,87.87,85.9,86.38
562,2008-12-24,86.14,86.25,84.55,85.04
563,2008-12-26,86.64,87.42,85.24,85.81
564,2008-12-29,86.52,87.62,85.07,86.61
565,2008-12-30,87.42,88.05,84.72,86.29
566,2008-12-31,85.97,87.74,85.34,85.35
567,2009-01-02,85.88,91.04,85.16,90.75
568,2009-01-05,93.17,96.18,92.71,94.58
569,2009-01-06,95.95,97.17,92.39,93.02
570,2009-01-07,91.81,92.5,90.26,91.01
571,2009-01-08,90.43,93.15,90.04,92.7
572,2009-01-09,93.21,93.38,90.14,90.58
573,2009-01-12,90.46,90.99,87.55,88.66
574,2009-01-13,88.24,89.7399,86.35,87.71
575,2009-01-14,86.24,87.25,84.72,85.33
576,2009-01-15,80.56,84.12,80.05,83.38
577,2009-01-16,84.3,84.38,80.4,82.33
578,2009-01-20,81.93,82.0,78.2,78.2
579,2009-01-21,79.45,82.88,79.31,82.83
580,2009-01-22,88.0,90.0,85.82,88.36
581,2009-01-23,86.81,89.87,86.5,88.36
582,2009-01-26,88.88,90.97,88.3,89.64
583,2009-01-27,90.19,91.55,89.74,90.73
584,2009-01-28,92.15,95.0,91.5,94.2
585,2009-01-29,93.09,94.34,92.6,93.0
586,2009-01-30,92.62,93.62,90.01,90.13
587,2009-02-02,89.1,92.0,88.9,91.51
588,2009-02-03,91.92,93.38,90.28,92.98
589,2009-02-04,93.24,96.25,93.1,93.55
590,2009-02-05,92.77,97.25,92.62,96.46
591,2009-02-06,97.0,100.0,97.0,99.72
592,2009-02-09,101.165,103.0,99.5,102.51
593,2009-02-10,101.17,102.51,97.06,97.83
594,2009-02-11,96.35,98.31,95.77,96.82
595,2009-02-12,95.83,99.75,95.83,99.27
596,2009-02-13,99.11,99.94,98.12,99.16
597,2009-02-17,96.79,97.04,94.28,94.53
598,2009-02-18,95.03,95.85,92.72,94.37
599,2009-02-19,93.37,94.25,90.11,90.64
600,2009-02-20,89.4,92.4,89.0,91.2
601,2009-02-23,91.6,92.0,86.51,86.95
602,2009-02-24,87.4475,90.89,87.0,90.25
603,2009-02-25,89.86,92.92,89.25,91.16
604,2009-02-26,92.0,92.92,88.96,89.19
605,2009-02-27,87.91,91.3,87.67,89.31
606,2009-03-02,89.31,91.2,87.67,87.94
607,2009-03-03,88.83,90.74,87.88,88.37
608,2009-03-04,90.24,92.77,89.45,91.17
609,2009-03-05,90.25,91.87,88.45,88.84
610,2009-03-06,88.34,88.4,82.33,85.3
611,2009-03-09,84.12,87.6,82.57,83.11
612,2009-03-10,84.87,89.17,84.36,88.6275
613,2009-03-11,89.9,94.07,89.58,92.68
614,2009-03-12,92.9703,96.58,92.0,96.35
615,2009-03-13,96.3,97.2,95.01,95.93
616,2009-03-16,96.45,97.39,94.18,95.42
617,2009-03-17,95.26,99.69,95.07,99.66
618,2009-03-18,99.91,103.48,99.72,101.52
619,2009-03-19,101.91,103.2,100.25,101.62
620,2009-03-20,102.09,103.11,100.57,101.59
621,2009-03-23,102.71,108.16,101.75,107.66
622,2009-03-24,106.36,109.44,105.3872,106.83
623,2009-03-25,107.58,108.36,103.86,106.49
624,2009-03-26,107.83,109.98,107.58,109.87
625,2009-03-27,108.23,108.53,106.4,106.85
626,2009-03-30,104.51,105.01,102.61,104.49
627,2009-03-31,105.45,107.45,105.0,105.12
628,2009-04-01,104.09,109.0,103.89,108.69
629,2009-04-02,110.145,114.75,109.78,112.71
630,2009-04-03,114.19,116.13,113.52,115.99
631,2009-04-06,114.94,118.75,113.28,118.45
632,2009-04-07,116.53,116.67,114.19,115.0
633,2009-04-08,115.43,116.79,114.58,116.32
634,2009-04-09,118.42,120.0,117.96,119.57
635,2009-04-13,120.01,120.98,119.0,120.22
636,2009-04-14,119.57,120.17,117.25,118.31
637,2009-04-15,117.2,118.25,115.76,117.64
638,2009-04-16,119.19,123.15,118.79,121.45
639,2009-04-17,121.18,124.25,120.25,123.42
640,2009-04-20,121.73,122.99,119.16,120.5
641,2009-04-21,118.89,122.14,118.6,121.76
642,2009-04-22,122.63,125.35,121.2,121.51
643,2009-04-23,126.62,127.2,123.51,125.4
644,2009-04-24,124.64,125.14,122.97,123.9
645,2009-04-27,122.9,125.0,122.66,124.73
646,2009-04-28,123.3501,126.21,123.26,123.902
647,2009-04-29,124.85,126.85,123.83,125.14
648,2009-04-30,126.22,127.0,124.92,125.83
649,2009-05-01,125.8,127.95,125.8,127.24
650,2009-05-04,128.24,132.25,127.68,132.07
651,2009-05-05,131.75,132.86,131.12,132.71
652,2009-05-06,133.33,133.5,130.22,132.5
653,2009-05-07,132.33,132.39,127.9,129.06
654,2009-05-08,129.04,131.2342,126.26,129.19
655,2009-05-11,127.37,130.96,127.12,129.57
656,2009-05-12,129.56,129.71,123.25,124.42
657,2009-05-13,123.21,124.02,119.38,119.49
658,2009-05-14,119.78,123.53,119.7,122.95
659,2009-05-15,122.32,124.62,121.61,122.42
660,2009-05-18,123.73,126.7,121.57,126.65
661,2009-05-19,126.82,129.31,125.74,127.45
662,2009-05-20,127.63,129.21,125.3,125.87
663,2009-05-21,125.15,126.78,122.89,124.18
664,2009-05-22,124.05,124.18,121.75,122.5
665,2009-05-26,124.76,130.83,124.55,130.78
666,2009-05-27,131.78,134.98,130.91,133.05
667,2009-05-28,133.45,135.39,132.03,135.07
668,2009-05-29,135.39,135.9,133.85,135.81
669,2009-06-01,136.47,139.99,136.0,139.35
670,2009-06-02,138.99,141.34,138.35,139.49
671,2009-06-03,140.0,141.11,139.07,140.95
672,2009-06-04,140.13,144.18,140.04,143.74
673,2009-06-05,145.31,146.4,143.21,144.67
674,2009-06-08,143.82,144.23,139.43,143.85
675,2009-06-09,143.81,144.56,140.55,142.72
676,2009-06-10,142.28,142.35,138.3,140.25
677,2009-06-11,139.55,141.56,138.55,139.95
678,2009-06-12,138.81,139.1,136.04,136.97
679,2009-06-15,136.01,136.93,134.89,136.09
680,2009-06-16,136.66,138.47,136.1,136.35
681,2009-06-17,136.67,137.45,134.53,135.58
682,2009-06-18,136.11,138.0,135.59,135.88
683,2009-06-19,138.07,139.5,136.9,139.48
684,2009-06-22,140.67,141.56,136.33,137.37
685,2009-06-23,136.4,136.95,132.88,134.01
686,2009-06-24,135.42,137.5,134.86,136.22
687,2009-06-25,135.75,140.2,135.21,139.86
688,2009-06-26,139.79,143.56,139.74,142.44
689,2009-06-29,143.46,143.95,141.54,141.97
690,2009-06-30,142.58,143.8,141.8,142.43
691,2009-07-01,143.5,144.66,142.52,142.83
692,2009-07-02,141.25,142.83,139.79,140.02
693,2009-07-06,138.7,138.99,136.25,138.61
694,2009-07-07,138.48,139.68,135.18,135.4
695,2009-07-08,135.92,138.04,134.42,137.22
696,2009-07-09,137.76,137.99,135.93,136.36
697,2009-07-10,136.34,138.97,136.32,138.52
698,2009-07-13,139.54,142.34,137.53,142.34
699,2009-07-14,142.03,143.18,141.161,142.27
700,2009-07-15,145.04,147.0,144.32,146.88
701,2009-07-16,145.76,148.02,145.57,147.52
702,2009-07-17,149.08,152.02,148.63,151.75
703,2009-07-20,153.27,155.036,150.89,152.909
704,2009-07-21,153.29,153.43,149.75,151.51
705,2009-07-22,157.79,158.73,156.11,156.74
706,2009-07-23,156.63,158.44,155.56,157.82
707,2009-07-24,156.95,160.0,156.5,159.986
708,2009-07-27,160.17,160.88,157.26,160.1
709,2009-07-28,158.88,160.105,157.6,160.0
710,2009-07-29,158.9,160.45,158.25,160.03
711,2009-07-30,161.7,164.72,161.5,162.79
712,2009-07-31,162.9881,165.0,162.91,163.39
713,2009-08-03,165.21,166.64,164.87,166.43
714,2009-08-04,164.93,165.57,164.21,165.55
715,2009-08-05,165.75,167.39,164.21,165.11
716,2009-08-06,165.58,166.51,163.09,163.91
717,2009-08-07,165.49,166.6,164.8,165.51
718,2009-08-10,165.66,166.6,163.66,164.72
719,2009-08-11,163.69,164.38,161.88,162.83
720,2009-08-12,162.55,166.71,162.46,165.31
721,2009-08-13,166.65,168.67,166.5,168.42
722,2009-08-14,167.94,168.2267,165.53,166.78
723,2009-08-17,163.55,163.59,159.42,159.59
724,2009-08-18,161.63,164.24,161.41,164.0
725,2009-08-19,162.75,165.3,162.45,164.6
726,2009-08-20,164.98,166.72,164.61,166.33
727,2009-08-21,167.65,169.37,166.8,169.22
728,2009-08-24,170.12,170.71,168.27,169.06
729,2009-08-25,169.4599,170.94,169.13,169.4
730,2009-08-26,168.92,169.55,166.76,167.41
731,2009-08-27,168.75,169.57,164.83,169.45
732,2009-08-28,172.27,172.49,168.53,170.05
733,2009-08-31,168.16,168.85,166.5,168.21
734,2009-09-01,167.99,170.0,164.94,165.298
735,2009-09-02,164.62,167.61,164.11,165.18
736,2009-09-03,166.44,167.1,165.0,166.55
737,2009-09-04,167.2757,170.7,167.09,170.31
738,2009-09-08,172.98,173.14,172.0,172.93
739,2009-09-09,172.78,174.47,169.7,171.14
740,2009-09-10,172.06,173.25,170.81,172.56
741,2009-09-11,172.91,173.18,170.87,172.16
742,2009-09-14,170.83,173.9,170.25,173.72
743,2009-09-15,174.04,175.65,173.59,175.16
744,2009-09-16,177.99,182.75,177.88,181.87
745,2009-09-17,181.98,186.79,181.97,184.55
746,2009-09-18,185.83,186.55,184.76,185.02
747,2009-09-21,184.29,185.16,181.62,184.02
748,2009-09-22,185.19,185.38,182.85,184.48
749,2009-09-23,185.4,188.9,185.03,185.5
750,2009-09-24,187.2,187.7,182.77,183.82
751,2009-09-25,182.01,185.5,181.44,182.37
752,2009-09-28,183.87,186.68,183.33,186.1519
753,2009-09-29,186.73,187.4,184.31,185.38
754,2009-09-30,186.13,186.45,182.6127,185.35
755,2009-10-01,185.35,186.22,180.7,180.8599
756,2009-10-02,181.41,185.94,181.35,184.9
757,2009-10-05,186.2,186.86,184.2701,186.024
758,2009-10-06,187.74,190.01,187.3,190.01
759,2009-10-07,189.76,190.55,189.032,190.25
760,2009-10-08,190.66,191.45,188.89,189.27
761,2009-10-09,188.97,190.7,188.62,190.47
762,2009-10-12,191.02,191.51,189.64,190.81
763,2009-10-13,190.63,191.17,189.7,190.02
764,2009-10-14,192.25,192.32,190.23,191.29
765,2009-10-15,189.63,190.92,189.53,190.56
766,2009-10-16,189.35,190.36,187.84,188.05
767,2009-10-19,187.85,190.0,185.55,189.86
768,2009-10-20,200.6,201.75,197.85,198.76
769,2009-10-21,199.52,208.7099,199.23,204.92
770,2009-10-22,204.7,207.85,202.51,205.2
771,2009-10-23,205.7,205.8,203.23,203.94
772,2009-10-26,203.67,206.75,200.1,202.48
773,2009-10-27,201.66,202.81,196.45,197.37
774,2009-10-28,197.71,198.02,191.1,192.4
775,2009-10-29,195.0,196.81,192.14,196.35
776,2009-10-30,196.05599999999998,196.8,186.0667,188.5
777,2009-11-02,189.8,192.88,185.57,189.31
778,2009-11-03,187.85,189.52,185.92,188.75
779,2009-11-04,190.73,193.85,190.23,190.81
780,2009-11-05,192.4,195.0,191.82,194.0301
781,2009-11-06,192.51,195.19,192.4,194.34
782,2009-11-09,196.94,201.9,196.26,201.46
783,2009-11-10,201.02,204.98,201.01,202.98
784,2009-11-11,204.56,205.0,201.83,203.25
785,2009-11-12,203.14,204.87,201.43,201.99
786,2009-11-13,202.87,204.83,202.07,204.45
787,2009-11-16,205.48,208.0,205.01,206.63
788,2009-11-17,206.08,207.44,205.0,207.0
789,2009-11-18,206.54,207.0,204.0,205.96
790,2009-11-19,204.61,204.61,199.8,200.51
791,2009-11-20,199.15,200.39,197.76,199.92
792,2009-11-23,203.0,206.0,202.95,205.88
793,2009-11-24,205.33,205.88,202.9,204.44
794,2009-11-25,205.4,205.65,203.76,204.19
795,2009-11-27,199.22,202.96,198.37,200.59
796,2009-11-30,201.11,201.68,198.77,199.91
797,2009-12-01,202.24,202.77,196.83,196.97
798,2009-12-02,198.96,201.42,195.75,196.23
799,2009-12-03,197.42,198.98,196.27,196.48
800,2009-12-04,199.6995,199.88,190.28,193.32
801,2009-12-07,193.32,193.77,188.68,188.95
802,2009-12-08,189.36,192.35,188.7,189.87
803,2009-12-09,191.28,198.16,190.31,197.8
804,2009-12-10,199.5,199.7,196.12,196.43
805,2009-12-11,197.78,198.0,193.43,194.67
806,2009-12-14,195.37,197.43,192.56,196.98
807,2009-12-15,195.83,197.51,193.27,194.17
808,2009-12-16,195.1,196.5,194.55,195.03
809,2009-12-17,194.26,195.0,191.0,191.86
810,2009-12-18,193.17,195.503,192.6,195.43
811,2009-12-21,196.05,199.75,195.67,198.23
812,2009-12-22,199.44,200.85,198.66,200.36
813,2009-12-23,201.25,202.38,200.81,202.1
814,2009-12-24,203.55,209.35,203.35,209.04
815,2009-12-28,211.72,213.95,209.611,211.61
816,2009-12-29,212.63,212.72,208.73,209.1
817,2009-12-30,208.83,212.0,208.31,211.64
818,2009-12-31,213.13,213.35,210.56,210.732
819,2010-01-04,213.43,214.5,212.38,214.01
820,2010-01-05,214.6,215.59,213.25,214.38
821,2010-01-06,214.38,215.23,210.75,210.97
822,2010-01-07,211.75,212.0,209.05,210.58
823,2010-01-08,210.3,212.0,209.06,211.98
824,2010-01-11,212.8,213.0,208.45,210.11
825,2010-01-12,209.19,209.77,206.42,207.72
826,2010-01-13,207.87,210.93,204.1,210.65
827,2010-01-14,210.11,210.46,209.02,209.43
828,2010-01-15,210.93,211.6,205.87,205.93
829,2010-01-19,208.33,215.19,207.24,215.04
830,2010-01-20,214.91,215.55,209.5,211.725
831,2010-01-21,212.08,213.3138,207.21,208.072
832,2010-01-22,206.78,207.5,197.16,197.75
833,2010-01-25,202.51,204.7,200.19,203.075
834,2010-01-26,205.95,213.71,202.58,205.94
835,2010-01-27,206.85,210.58,199.53099999999998,207.88400000000001
836,2010-01-28,204.93,205.5,198.7,199.29
837,2010-01-29,201.08,202.2,190.25,192.063
838,2010-02-01,192.37,196.0,191.3,194.73
839,2010-02-02,195.91,196.32,193.38,195.86
840,2010-02-03,195.17,200.2,194.42,199.23
841,2010-02-04,196.73,198.37,191.57,192.05
842,2010-02-05,192.625,196.0,190.85,195.46
843,2010-02-08,195.69,197.88,194.0,194.12
844,2010-02-09,196.42,197.5,194.75,196.19
845,2010-02-10,195.89,196.6,194.26,195.11599999999999
846,2010-02-11,194.88,199.75,194.06,198.67
847,2010-02-12,198.11,201.64,195.5,200.38
848,2010-02-16,201.94,203.69,201.52,203.4
849,2010-02-17,204.19,204.31,200.86,202.55
850,2010-02-18,201.63,203.89,200.92,202.928
851,2010-02-19,201.86,203.2,201.11,201.67
852,2010-02-22,202.34,202.5,199.19,200.416
853,2010-02-23,200.0,201.33,195.71,197.05900000000003
854,2010-02-24,198.23,201.44,197.84,200.65599999999998
855,2010-02-25,197.38,202.86,196.89,202.0
856,2010-02-26,202.38,205.17,202.0,204.62
857,2010-03-01,205.75,209.5,205.45,208.99
858,2010-03-02,209.93,210.83,207.74,208.85
859,2010-03-03,208.94,209.87,207.94,209.33
860,2010-03-04,209.28,210.92,208.63,210.71
861,2010-03-05,214.94,219.7,214.63,218.95
862,2010-03-08,220.01,220.09,218.25,219.08
863,2010-03-09,218.31,225.0,217.89,223.02
864,2010-03-10,223.8295,225.48,223.2,224.84
865,2010-03-11,223.91,225.5,223.32,225.5
866,2010-03-12,227.37,227.73,225.75,226.6
867,2010-03-15,225.38,225.5,220.25,223.84
868,2010-03-16,224.18,224.98,222.51,224.45
869,2010-03-17,224.9,226.45,223.27,224.12
870,2010-03-18,224.1,225.0,222.61,224.65
871,2010-03-19,224.79,225.24,221.23,222.2499
872,2010-03-22,220.47,226.0,220.15,224.75
873,2010-03-23,225.64,228.78,224.1,228.36
874,2010-03-24,227.64,230.2,227.51,229.37
875,2010-03-25,230.458,230.97,226.25,226.65
876,2010-03-26,228.95,231.95,228.55,230.9
877,2010-03-29,233.0,233.8699,231.62,232.39
878,2010-03-30,236.6027,237.48,234.25,235.845
879,2010-03-31,235.49,236.61,234.46,235.0
880,2010-04-01,237.49,238.73,232.75,235.97
881,2010-04-05,234.975,238.51,234.77,238.49
882,2010-04-06,238.2,240.24,237.0,239.54
883,2010-04-07,239.72,241.92,238.6601,240.6
884,2010-04-08,240.44,241.54,238.04,239.95
885,2010-04-09,241.43,241.89,240.46,241.79
886,2010-04-12,242.2,243.07,241.81,242.29
887,2010-04-13,241.86,242.8,241.11,242.43
888,2010-04-14,245.28,245.81,244.07,245.69
889,2010-04-15,245.78,249.03,245.51,248.92
890,2010-04-16,248.57,251.14,244.55,247.4
891,2010-04-19,247.03,247.89,241.77,247.07
892,2010-04-20,248.54,249.25,242.955,244.59
893,2010-04-21,258.805,260.25,255.73,259.22
894,2010-04-22,258.24,266.75,256.2,266.4695
895,2010-04-23,267.99,272.18,267.0,270.83
896,2010-04-26,271.88,272.46,268.19,269.5
897,2010-04-27,267.27,267.84,260.52,262.04
898,2010-04-28,263.25,264.0,256.41,261.6
899,2010-04-29,263.02,270.0,262.01,268.64
900,2010-04-30,269.31,270.57,261.0,261.09
901,2010-05-03,263.84,267.88,262.88,266.35
902,2010-05-04,262.89,263.29,256.75,258.68
903,2010-05-05,253.03,258.14,248.73,255.985
904,2010-05-06,253.83,258.25,199.25,246.25
905,2010-05-07,243.71,246.57,225.21,235.86
906,2010-05-10,250.25,254.65,248.53,253.99
907,2010-05-11,251.84,259.89,250.5,256.52
908,2010-05-12,259.245,263.13,258.7,262.09
909,2010-05-13,263.22,265.0,256.4,258.36
910,2010-05-14,255.165,256.48,249.5,253.82
911,2010-05-17,254.7,256.18,247.71,254.22
912,2010-05-18,256.98,258.55,250.26,252.36
913,2010-05-19,249.5,252.92,244.85,248.34
914,2010-05-20,241.88,243.85,236.21,237.76
915,2010-05-21,232.82,244.5,231.35,242.32
916,2010-05-24,247.28,250.9,246.26,246.76
917,2010-05-25,239.35,246.76,237.16,245.22
918,2010-05-26,250.08,252.13,243.75,244.109
919,2010-05-27,250.6,253.89,249.11,253.35
920,2010-05-28,259.3881,259.4,253.35,256.88
921,2010-06-01,259.69,265.94,258.96,260.83
922,2010-06-02,264.54,264.8,260.335,263.95
923,2010-06-03,265.18,265.55,260.41,263.12
924,2010-06-04,258.21,261.9,254.63,255.965
925,2010-06-07,258.29,259.15,250.55,250.94
926,2010-06-08,253.24,253.8,245.65,249.33
927,2010-06-09,251.47,251.9,242.49,243.2
928,2010-06-10,244.84,250.98,242.2,250.51
929,2010-06-11,248.225,253.86,247.37,253.51
930,2010-06-14,255.96,259.15,254.01,254.28
931,2010-06-15,255.64,259.85,255.5,259.69
932,2010-06-16,261.1,267.75,260.6302,267.25
933,2010-06-17,270.6,272.9,269.5,271.87
934,2010-06-18,272.25,275.0,271.42,274.074
935,2010-06-21,277.69,279.01,268.73,270.17
936,2010-06-22,272.16,275.97,271.5,273.85
937,2010-06-23,274.58,274.66,267.9,270.97
938,2010-06-24,271.0,273.195,268.1,269.0
939,2010-06-25,270.06,270.27,265.81,266.7
940,2010-06-28,266.93,269.75,264.52,268.3
941,2010-06-29,264.1205,264.39,254.3,256.17
942,2010-06-30,256.71,257.97,250.01,251.53
943,2010-07-01,254.3,254.8,243.22,248.48
944,2010-07-02,250.49,250.93,243.2,246.94
945,2010-07-06,251.0,252.8,246.16,248.63
946,2010-07-07,250.49,258.77,249.75,258.665
947,2010-07-08,262.48,262.9,254.89,258.09
948,2010-07-09,256.89,259.9,255.16,259.62
949,2010-07-12,258.53,261.85,254.86,257.285
950,2010-07-13,256.32,256.4,246.43,251.798
951,2010-07-14,249.38,255.8,249.0,252.727
952,2010-07-15,248.23,256.97,247.3,251.45
953,2010-07-16,253.18,254.97,248.41,249.9
954,2010-07-19,249.88,249.88,239.6,245.58
955,2010-07-20,242.9,252.9,240.01,251.89
956,2010-07-21,265.09,265.15,254.0,254.24
957,2010-07-22,257.68,260.0,255.31,259.024
958,2010-07-23,257.09,260.38,256.28,259.94
959,2010-07-26,260.0,260.0998,257.71,259.28
960,2010-07-27,260.87,264.8,260.3,264.08
961,2010-07-28,263.67,265.99,260.25,260.96
962,2010-07-29,260.71,262.65,256.1,258.11
963,2010-07-30,255.8925,259.7,254.9,257.25
964,2010-08-02,260.44,262.59,259.62,261.85
965,2010-08-03,261.01,263.26,259.42,261.93
966,2010-08-04,262.84,264.28,260.311,262.98
967,2010-08-05,261.73,263.18,260.55,261.7
968,2010-08-06,259.78,261.49,257.63,260.091
969,2010-08-09,261.48,262.15,259.57,261.75
970,2010-08-10,259.85,260.45,257.55,259.41
971,2010-08-11,255.4,255.69,249.81,250.19
972,2010-08-12,246.69,253.1,246.12,251.79
973,2010-08-13,251.65,251.88,249.09,249.1
974,2010-08-16,247.58,250.01,246.62,247.64
975,2010-08-17,250.08,254.63,249.2,251.97
976,2010-08-18,252.36,254.67,251.58,253.07
977,2010-08-19,252.84,253.48,248.68,249.88
978,2010-08-20,249.39,253.92,249.0,249.64
979,2010-08-23,251.79,252.0,245.25,245.8
980,2010-08-24,242.67,243.0,238.65,239.93
981,2010-08-25,238.04,243.99,237.2,242.89
982,2010-08-26,245.45,245.75,240.2778,240.28
983,2010-08-27,241.75,242.61,235.56,241.62
984,2010-08-30,240.76,245.75,240.6801,242.5
985,2010-08-31,241.85,244.56,240.35,243.1
986,2010-09-01,247.47,251.46,246.28,250.33
987,2010-09-02,251.2623,252.17,248.57,252.17
988,2010-09-03,255.09,258.78,254.5,258.77
989,2010-09-07,256.64,259.53,256.25,257.81
990,2010-09-08,259.78,264.3899,259.1,262.92
991,2010-09-09,265.04,266.52,262.92,263.07
992,2010-09-10,263.19,264.5,261.4,263.41
993,2010-09-13,265.82,268.28,265.76,267.04
994,2010-09-14,266.21,269.17,265.52,268.06
995,2010-09-15,268.17,270.38,267.84,270.22
996,2010-09-16,270.24,276.67,269.5,276.57
997,2010-09-17,277.69,277.96,273.68,275.37
998,2010-09-20,276.08,283.78,275.85,283.23
999,2010-09-21,283.86,287.35,282.79,283.77
1000,2010-09-22,282.71,287.98,282.41,287.75
1001,2010-09-23,286.33,292.76,286.0,288.92
1002,2010-09-24,292.1,293.53,290.55,292.32
1003,2010-09-27,293.975,294.73,291.01,291.164
1004,2010-09-28,291.77,291.77,275.0,286.86
1005,2010-09-29,287.23,289.81,286.0,287.37
1006,2010-09-30,289.0,290.0,281.25,283.75
1007,2010-10-01,283.75,286.58,281.35,282.52
1008,2010-10-04,281.6,282.9,277.77,278.64
1009,2010-10-05,282.0,289.45,281.82,288.94
1010,2010-10-06,289.59,291.99,285.26,289.19
1011,2010-10-07,290.3362,290.48,286.91,289.22
1012,2010-10-08,291.7129,294.5,290.0,294.07
1013,2010-10-11,294.74,297.24,294.6,295.36
1014,2010-10-12,295.41,299.5,292.49,298.54
1015,2010-10-13,300.2,301.96,299.8,300.14
1016,2010-10-14,301.69,302.47,300.4,302.31
1017,2010-10-15,307.44,315.0,304.91,314.74
1018,2010-10-18,318.47,319.0,314.29,318.0
1019,2010-10-19,303.4,313.77,300.02,309.49
1020,2010-10-20,309.0,314.25,306.87,310.53
1021,2010-10-21,312.36,314.74,306.8,309.52
1022,2010-10-22,309.07,310.04,306.3,307.47
1023,2010-10-25,309.09,311.6,308.44,308.84
1024,2010-10-26,306.87,309.74,305.65,308.05
1025,2010-10-27,307.65,309.9,305.6,307.83
1026,2010-10-28,307.95,308.0,300.9,305.24
1027,2010-10-29,304.23,305.88,300.87,300.98
1028,2010-11-01,302.22,305.6,302.2,304.18
1029,2010-11-02,307.0,310.19,307.0,309.36
1030,2010-11-03,311.37,312.88,308.53,312.8
1031,2010-11-04,315.45,320.18,315.03,318.27
1032,2010-11-05,317.99,319.57,316.75,317.13
1033,2010-11-08,317.2,319.7702,316.76,318.62
1034,2010-11-09,321.05,321.3,314.5,316.08
1035,2010-11-10,316.64,318.77,313.55,318.03
1036,2010-11-11,315.0,318.4,314.25,316.655
1037,2010-11-12,316.0,316.5,303.63,308.03
1038,2010-11-15,308.46,310.54,306.27,307.035
1039,2010-11-16,305.72,307.6,299.32,301.59
1040,2010-11-17,301.2,303.99,297.76,300.5
1041,2010-11-18,305.2,309.67,304.69,308.43
1042,2010-11-19,307.97,308.4,305.24,306.73
1043,2010-11-22,306.68,313.36,305.87,313.36
1044,2010-11-23,310.45,311.75,306.56,308.73
1045,2010-11-24,312.0,315.4,311.75,314.795
1046,2010-11-26,313.74,317.6999,312.94,315.0
1047,2010-11-29,315.5,317.48,311.38,316.87
1048,2010-11-30,313.54,314.36,310.87,311.15
1049,2010-12-01,315.27,317.75,315.0,316.4
1050,2010-12-02,317.53,319.0,314.89,318.15
1051,2010-12-03,317.01,318.65,316.34,317.44
1052,2010-12-06,318.64,322.33,318.42,320.15
1053,2010-12-07,323.8,323.99,318.12,318.21
1054,2010-12-08,319.63,321.02,317.11,321.01
1055,2010-12-09,322.1317,322.5,319.02,319.7575
1056,2010-12-10,319.65,321.05,318.6,320.56
1057,2010-12-13,324.37,325.06,321.0,321.67
1058,2010-12-14,321.73,322.54,319.0,320.29
1059,2010-12-15,320.0,323.0,319.19,320.36
1060,2010-12-16,321.09,322.61,320.1,321.25
1061,2010-12-17,321.63,321.79,320.23,320.61
1062,2010-12-20,321.6,323.25,318.23,322.21
1063,2010-12-21,323.0,324.39,322.05,324.205
1064,2010-12-22,324.36,325.72,323.55,325.16
1065,2010-12-23,325.0,325.15,323.17,323.6
1066,2010-12-27,322.8519,325.44,321.52,324.68
1067,2010-12-28,325.9102,326.66,325.06,325.47
1068,2010-12-29,326.22,326.45,325.1,325.29
1069,2010-12-30,325.48,325.51,323.05,323.66
1070,2010-12-31,322.95,323.48,321.31,322.56
1071,2011-01-03,325.64,330.26,324.8365,329.57
1072,2011-01-04,332.44,332.5,328.15,331.29
1073,2011-01-05,329.55,334.34,329.5,334.0
1074,2011-01-06,334.7194,335.25,332.9,333.73
1075,2011-01-07,333.99,336.35,331.9,336.12
1076,2011-01-10,338.83,343.23,337.17,342.455
1077,2011-01-11,344.88,344.96,339.47,341.64
1078,2011-01-12,343.25,344.43,342.0,344.42
1079,2011-01-13,345.16,346.64,343.85,345.68
1080,2011-01-14,345.89,348.48,344.44,348.48
1081,2011-01-18,329.52,344.7625,326.0,340.65
1082,2011-01-19,348.35,348.6,336.88,338.84
1083,2011-01-20,336.43,338.3,330.12,332.68
1084,2011-01-21,333.77,334.88,326.63,326.72
1085,2011-01-24,326.87,337.45,326.72,337.45
1086,2011-01-25,336.33,341.44,334.57,341.4
1087,2011-01-26,342.96,345.6,341.5,343.85
1088,2011-01-27,343.78,344.6928,342.83099999999996,343.21
1089,2011-01-28,344.17,344.4,333.528,336.1
1090,2011-01-31,335.8,340.04,334.3,339.32
1091,2011-02-01,341.3,345.65,340.98,345.03
1092,2011-02-02,344.45,345.25,343.55,344.32
1093,2011-02-03,343.8,344.24,338.55,343.44
1094,2011-02-04,343.64,346.7,343.51,346.5
1095,2011-02-07,347.89,353.25,347.64,351.88
1096,2011-02-08,353.68,355.52,352.15,355.2
1097,2011-02-09,355.19,359.0,354.87,358.16
1098,2011-02-10,357.39,360.0,348.0,354.54
1099,2011-02-11,354.7526,357.8,353.5401,356.85
1100,2011-02-14,356.79,359.48,356.71,359.18
1101,2011-02-15,359.19,359.97,357.55,359.9
1102,2011-02-16,360.8,364.9,360.5,363.13
1103,2011-02-17,357.25,360.27,356.52,358.3
1104,2011-02-18,358.71,359.5,349.52,350.56
1105,2011-02-22,342.15,345.4,337.72,338.61
