,Date,Open,Low,High,Close,S/L
460,2008-07-31,157.7,156.98,162.2,158.95,Stoploss
461,2008-08-01,159.94,155.75,159.99,156.66,Stoploss
462,2008-08-04,156.58,152.91,157.9,153.23,Stoploss
463,2008-08-05,155.5,154.82,160.8,160.64,Stoploss
464,2008-08-06,159.97,158.0,167.4,164.19,Stoploss
465,2008-08-07,162.89,161.5,166.15,163.57,Stoploss
466,2008-08-08,163.86,163.75,169.65,169.55,Stoploss
467,2008-08-11,170.07,169.67,176.5,173.56,Stoploss
468,2008-08-12,173.52,173.51,179.29,176.73,Stoploss
469,2008-08-13,177.98,175.9,180.0,179.3,Stoploss
470,2008-08-14,178.33,177.84,180.45,179.32,Stoploss
471,2008-08-15,179.04,175.05,179.75,175.74,Stoploss
472,2008-08-18,175.57,173.82,177.81,175.39,Stoploss
473,2008-08-19,174.54,171.81,177.07,173.53,Stoploss
474,2008-08-20,174.7725,173.61,176.94,175.84,Stoploss
475,2008-08-21,174.47,171.89,175.45,174.29,Stoploss
476,2008-08-22,175.82,175.57,177.5,176.79,Stoploss
477,2008-08-25,176.15,171.66,176.23,172.55,Stoploss
478,2008-08-26,172.76,172.6101,174.88,173.64,Stoploss
479,2008-08-27,173.31,172.1909,175.76,174.67,Stoploss
480,2008-08-28,175.28,172.75,176.25,173.74,Stoploss
481,2008-08-29,172.96,169.0401,173.5,169.53,Stoploss
482,2008-09-02,172.4,165.0,173.5,166.19,Stoploss
483,2008-09-03,166.84,164.0,168.68,166.96,Stoploss
484,2008-09-04,165.86,160.81,167.9125,161.22,Stoploss
485,2008-09-05,158.59,157.65,162.4,160.18,Stoploss
486,2008-09-08,164.57,151.4585,164.89,157.92,Stoploss
487,2008-09-09,156.86,149.79,159.96,151.68,Stoploss
488,2008-09-10,152.32,148.8,154.99,151.61,Stoploss
489,2008-09-11,148.18,146.0,152.99,152.65,Stoploss
490,2008-09-12,150.9099,146.5,150.9099,148.94,Stoploss
491,2008-09-15,142.03,140.36,147.69,140.36,Stoploss
492,2008-09-16,133.86,132.15,142.5,139.88,Stoploss
493,2008-09-17,138.49,127.83,138.51,127.83,Stoploss
494,2008-09-18,130.57,120.68,140.0,134.09,Stoploss
495,2008-09-19,142.6,136.31,144.2,140.91,Stoploss
496,2008-09-22,139.94,130.66,140.25,131.05,Stoploss
497,2008-09-23,131.85,126.66,135.8,126.84,Stoploss
498,2008-09-24,127.27,125.15,130.95,128.71,Stoploss
499,2008-09-25,129.8,128.52,134.79,131.93,Stoploss
500,2008-09-26,124.91,123.0,129.8,128.24,Stoploss
501,2008-09-29,119.62,100.59,119.68,105.26,Stoploss
502,2008-09-30,108.25,106.3,115.0,113.66,Stoploss
503,2008-10-01,111.92,107.39,112.36,109.12,Stoploss
504,2008-10-02,108.01,100.0,108.79,100.1,Stoploss
505,2008-10-03,104.0,94.65,106.5,97.07,Stoploss
506,2008-10-06,91.96,87.54,98.78,98.14,Stoploss
507,2008-10-07,100.48,88.95,101.5,89.16,Stoploss
508,2008-10-08,85.9125,85.68,96.33,89.79,Stoploss
509,2008-10-09,93.35,86.6,95.8,88.74,Stoploss
510,2008-10-10,85.7,85.0,100.0,96.8,Stoploss
511,2008-10-13,104.55,101.02,110.53,110.26,Stoploss
512,2008-10-14,116.26,103.14,116.4,104.08,Stoploss
513,2008-10-15,103.84,97.89,107.0,97.95,Stoploss
514,2008-10-16,99.77,91.74,103.43,101.89,Stoploss
515,2008-10-17,99.6,85.885,102.04,97.4,Stoploss
516,2008-10-20,99.78,93.64,100.03,98.44,Stoploss
517,2008-10-21,96.95,91.16,97.9,91.49,Stoploss
518,2008-10-22,97.37,92.93,101.25,96.87,Stoploss
519,2008-10-23,96.51,91.9,99.25,98.23,Stoploss
520,2008-10-24,90.33,90.11,97.9,96.38,Stoploss
521,2008-10-27,95.07,91.86,97.63,92.09,Stoploss
522,2008-10-28,95.43,92.37,100.5,99.91,Stoploss
523,2008-10-29,100.86,99.94,109.54,104.55,Stoploss
524,2008-10-30,108.23,107.61,112.19,111.04,Stoploss
525,2008-10-31,107.4,105.14,110.78,107.59,Stoploss
526,2008-11-03,105.93,104.86,109.1,106.96,Stoploss
527,2008-11-04,109.99,106.67,111.79,110.99,Stoploss
528,2008-11-05,108.91,102.99,109.72,103.3,Stoploss
529,2008-11-06,101.05,98.0,102.78,99.1,Stoploss
530,2008-11-07,99.24,95.72,99.85,98.24,Stoploss
531,2008-11-10,100.17,94.5,100.4,95.88,Stoploss
532,2008-11-11,94.81,92.26,97.17,94.77,Stoploss
533,2008-11-12,92.43,90.01,93.24,90.12,Stoploss
534,2008-11-13,89.87,86.02,96.44,96.44,Stoploss
535,2008-11-14,93.76,90.0,93.99,90.24,Stoploss
536,2008-11-17,88.48,87.26,90.55,88.14,Stoploss
537,2008-11-18,89.64,86.86,90.99,89.91,Stoploss
538,2008-11-19,89.44,86.21,91.58,86.29,Stoploss
539,2008-11-20,85.24,80.0,86.45,80.49,Stoploss
540,2008-11-21,81.93,79.14,84.12,82.58,Stoploss
541,2008-11-24,85.21,84.84,94.79,92.95,Stoploss
542,2008-11-25,94.63,88.16,94.7099,90.8,Stoploss
543,2008-11-26,89.92,89.85,95.25,95.0,Stoploss
544,2008-11-28,94.7,91.86,94.76,92.67,Stoploss
545,2008-12-01,91.3,88.92299999999999,92.27,88.93,Stoploss
546,2008-12-02,90.03,86.5,92.65,92.47,Stoploss
547,2008-12-03,89.4,88.8,96.23,95.9,Stoploss
548,2008-12-04,94.43,89.06,95.21,91.41,Stoploss
549,2008-12-05,90.35,88.86,94.49,94.0,Stoploss
550,2008-12-08,97.28,95.8,100.8,99.72,Stoploss
551,2008-12-09,98.395,97.21,103.6,100.06,Stoploss
552,2008-12-10,97.87,96.5,99.49,98.21,Stoploss
553,2008-12-11,97.35,94.83,101.24,95.0,Stoploss
554,2008-12-12,92.8,92.53,99.0,98.27,Stoploss
555,2008-12-15,95.99,93.0,96.21,94.75,Stoploss
556,2008-12-16,93.98,92.75,96.48,95.43,Stoploss
557,2008-12-17,91.03,88.02,91.1,89.16,Stoploss
558,2008-12-18,89.31,88.44,90.83,89.43,Stoploss
559,2008-12-19,90.13,88.8,90.94,90.0,Stoploss
560,2008-12-22,90.02,84.69,90.03,85.74,Stoploss
561,2008-12-23,86.87,85.9,87.87,86.38,Stoploss
562,2008-12-24,86.14,84.55,86.25,85.04,Stoploss
563,2008-12-26,86.64,85.24,87.42,85.81,Stoploss
564,2008-12-29,86.52,85.07,87.62,86.61,Stoploss
565,2008-12-30,87.42,84.72,88.05,86.29,Stoploss
566,2008-12-31,85.97,85.34,87.74,85.35,Stoploss
567,2009-01-02,85.88,85.16,91.04,90.75,Stoploss
568,2009-01-05,93.17,92.71,96.18,94.58,Stoploss
569,2009-01-06,95.95,92.39,97.17,93.02,Stoploss
570,2009-01-07,91.81,90.26,92.5,91.01,Stoploss
571,2009-01-08,90.43,90.04,93.15,92.7,Stoploss
572,2009-01-09,93.21,90.14,93.38,90.58,Stoploss
573,2009-01-12,90.46,87.55,90.99,88.66,Stoploss
574,2009-01-13,88.24,86.35,89.7399,87.71,Stoploss
575,2009-01-14,86.24,84.72,87.25,85.33,Stoploss
576,2009-01-15,80.56,80.05,84.12,83.38,Stoploss
577,2009-01-16,84.3,80.4,84.38,82.33,Stoploss
578,2009-01-20,81.93,78.2,82.0,78.2,Stoploss
579,2009-01-21,79.45,79.31,82.88,82.83,Stoploss
580,2009-01-22,88.0,85.82,90.0,88.36,Stoploss
581,2009-01-23,86.81,86.5,89.87,88.36,Stoploss
582,2009-01-26,88.88,88.3,90.97,89.64,Stoploss
583,2009-01-27,90.19,89.74,91.55,90.73,Stoploss
584,2009-01-28,92.15,91.5,95.0,94.2,Stoploss
585,2009-01-29,93.09,92.6,94.34,93.0,Stoploss
586,2009-01-30,92.62,90.01,93.62,90.13,Stoploss
587,2009-02-02,89.1,88.9,92.0,91.51,Stoploss
588,2009-02-03,91.92,90.28,93.38,92.98,Stoploss
589,2009-02-04,93.24,93.1,96.25,93.55,Stoploss
590,2009-02-05,92.77,92.62,97.25,96.46,Stoploss
591,2009-02-06,97.0,97.0,100.0,99.72,Stoploss
592,2009-02-09,101.165,99.5,103.0,102.51,Stoploss
593,2009-02-10,101.17,97.06,102.51,97.83,Stoploss
594,2009-02-11,96.35,95.77,98.31,96.82,Stoploss
595,2009-02-12,95.83,95.83,99.75,99.27,Stoploss
596,2009-02-13,99.11,98.12,99.94,99.16,Stoploss
597,2009-02-17,96.79,94.28,97.04,94.53,Stoploss
598,2009-02-18,95.03,92.72,95.85,94.37,Stoploss
599,2009-02-19,93.37,90.11,94.25,90.64,Stoploss
600,2009-02-20,89.4,89.0,92.4,91.2,Stoploss
601,2009-02-23,91.6,86.51,92.0,86.95,Stoploss
602,2009-02-24,87.4475,87.0,90.89,90.25,Stoploss
603,2009-02-25,89.86,89.25,92.92,91.16,Stoploss
604,2009-02-26,92.0,88.96,92.92,89.19,Stoploss
605,2009-02-27,87.91,87.67,91.3,89.31,Stoploss
606,2009-03-02,89.31,87.67,91.2,87.94,Stoploss
607,2009-03-03,88.83,87.88,90.74,88.37,Stoploss
608,2009-03-04,90.24,89.45,92.77,91.17,Stoploss
609,2009-03-05,90.25,88.45,91.87,88.84,Stoploss
610,2009-03-06,88.34,82.33,88.4,85.3,Stoploss
611,2009-03-09,84.12,82.57,87.6,83.11,Stoploss
612,2009-03-10,84.87,84.36,89.17,88.6275,Stoploss
613,2009-03-11,89.9,89.58,94.07,92.68,Stoploss
614,2009-03-12,92.9703,92.0,96.58,96.35,Stoploss
615,2009-03-13,96.3,95.01,97.2,95.93,Stoploss
616,2009-03-16,96.45,94.18,97.39,95.42,Stoploss
617,2009-03-17,95.26,95.07,99.69,99.66,Stoploss
618,2009-03-18,99.91,99.72,103.48,101.52,Stoploss
619,2009-03-19,101.91,100.25,103.2,101.62,Stoploss
620,2009-03-20,102.09,100.57,103.11,101.59,Stoploss
621,2009-03-23,102.71,101.75,108.16,107.66,Stoploss
622,2009-03-24,106.36,105.3872,109.44,106.83,Stoploss
623,2009-03-25,107.58,103.86,108.36,106.49,Stoploss
624,2009-03-26,107.83,107.58,109.98,109.87,Stoploss
625,2009-03-27,108.23,106.4,108.53,106.85,Stoploss
626,2009-03-30,104.51,102.61,105.01,104.49,Stoploss
627,2009-03-31,105.45,105.0,107.45,105.12,Stoploss
628,2009-04-01,104.09,103.89,109.0,108.69,Stoploss
629,2009-04-02,110.145,109.78,114.75,112.71,Stoploss
630,2009-04-03,114.19,113.52,116.13,115.99,Stoploss
631,2009-04-06,114.94,113.28,118.75,118.45,Stoploss
632,2009-04-07,116.53,114.19,116.67,115.0,Stoploss
633,2009-04-08,115.43,114.58,116.79,116.32,Stoploss
634,2009-04-09,118.42,117.96,120.0,119.57,Stoploss
635,2009-04-13,120.01,119.0,120.98,120.22,Stoploss
636,2009-04-14,119.57,117.25,120.17,118.31,Stoploss
637,2009-04-15,117.2,115.76,118.25,117.64,Stoploss
638,2009-04-16,119.19,118.79,123.15,121.45,Stoploss
639,2009-04-17,121.18,120.25,124.25,123.42,Stoploss
640,2009-04-20,121.73,119.16,122.99,120.5,Stoploss
641,2009-04-21,118.89,118.6,122.14,121.76,Stoploss
642,2009-04-22,122.63,121.2,125.35,121.51,Stoploss
643,2009-04-23,126.62,123.51,127.2,125.4,Stoploss
644,2009-04-24,124.64,122.97,125.14,123.9,Stoploss
645,2009-04-27,122.9,122.66,125.0,124.73,Stoploss
646,2009-04-28,123.3501,123.26,126.21,123.902,Stoploss
647,2009-04-29,124.85,123.83,126.85,125.14,Stoploss
648,2009-04-30,126.22,124.92,127.0,125.83,Stoploss
649,2009-05-01,125.8,125.8,127.95,127.24,Stoploss
650,2009-05-04,128.24,127.68,132.25,132.07,Stoploss
651,2009-05-05,131.75,131.12,132.86,132.71,Stoploss
652,2009-05-06,133.33,130.22,133.5,132.5,Stoploss
653,2009-05-07,132.33,127.9,132.39,129.06,Stoploss
654,2009-05-08,129.04,126.26,131.2342,129.19,Stoploss
655,2009-05-11,127.37,127.12,130.96,129.57,Stoploss
656,2009-05-12,129.56,123.25,129.71,124.42,Stoploss
657,2009-05-13,123.21,119.38,124.02,119.49,Stoploss
658,2009-05-14,119.78,119.7,123.53,122.95,Stoploss
659,2009-05-15,122.32,121.61,124.62,122.42,Stoploss
660,2009-05-18,123.73,121.57,126.7,126.65,Stoploss
661,2009-05-19,126.82,125.74,129.31,127.45,Stoploss
662,2009-05-20,127.63,125.3,129.21,125.87,Stoploss
663,2009-05-21,125.15,122.89,126.78,124.18,Stoploss
664,2009-05-22,124.05,121.75,124.18,122.5,Stoploss
665,2009-05-26,124.76,124.55,130.83,130.78,Stoploss
666,2009-05-27,131.78,130.91,134.98,133.05,Stoploss
667,2009-05-28,133.45,132.03,135.39,135.07,Stoploss
668,2009-05-29,135.39,133.85,135.9,135.81,Stoploss
669,2009-06-01,136.47,136.0,139.99,139.35,Stoploss
670,2009-06-02,138.99,138.35,141.34,139.49,Stoploss
671,2009-06-03,140.0,139.07,141.11,140.95,Stoploss
672,2009-06-04,140.13,140.04,144.18,143.74,Stoploss
673,2009-06-05,145.31,143.21,146.4,144.67,Stoploss
674,2009-06-08,143.82,139.43,144.23,143.85,Stoploss
675,2009-06-09,143.81,140.55,144.56,142.72,Stoploss
676,2009-06-10,142.28,138.3,142.35,140.25,Stoploss
677,2009-06-11,139.55,138.55,141.56,139.95,Stoploss
678,2009-06-12,138.81,136.04,139.1,136.97,Stoploss
679,2009-06-15,136.01,134.89,136.93,136.09,Stoploss
680,2009-06-16,136.66,136.1,138.47,136.35,Stoploss
681,2009-06-17,136.67,134.53,137.45,135.58,Stoploss
682,2009-06-18,136.11,135.59,138.0,135.88,Stoploss
683,2009-06-19,138.07,136.9,139.5,139.48,Stoploss
684,2009-06-22,140.67,136.33,141.56,137.37,Stoploss
685,2009-06-23,136.4,132.88,136.95,134.01,Stoploss
686,2009-06-24,135.42,134.86,137.5,136.22,Stoploss
687,2009-06-25,135.75,135.21,140.2,139.86,Stoploss
688,2009-06-26,139.79,139.74,143.56,142.44,Stoploss
689,2009-06-29,143.46,141.54,143.95,141.97,Stoploss
690,2009-06-30,142.58,141.8,143.8,142.43,Stoploss
691,2009-07-01,143.5,142.52,144.66,142.83,Stoploss
692,2009-07-02,141.25,139.79,142.83,140.02,Stoploss
693,2009-07-06,138.7,136.25,138.99,138.61,Stoploss
694,2009-07-07,138.48,135.18,139.68,135.4,Stoploss
695,2009-07-08,135.92,134.42,138.04,137.22,Stoploss
696,2009-07-09,137.76,135.93,137.99,136.36,Stoploss
697,2009-07-10,136.34,136.32,138.97,138.52,Stoploss
698,2009-07-13,139.54,137.53,142.34,142.34,Stoploss
699,2009-07-14,142.03,141.161,143.18,142.27,Stoploss
700,2009-07-15,145.04,144.32,147.0,146.88,Stoploss
701,2009-07-16,145.76,145.57,148.02,147.52,Stoploss
702,2009-07-17,149.08,148.63,152.02,151.75,Stoploss
703,2009-07-20,153.27,150.89,155.036,152.909,Stoploss
704,2009-07-21,153.29,149.75,153.43,151.51,Stoploss
705,2009-07-22,157.79,156.11,158.73,156.74,Stoploss
706,2009-07-23,156.63,155.56,158.44,157.82,Stoploss
707,2009-07-24,156.95,156.5,160.0,159.986,Stoploss
708,2009-07-27,160.17,157.26,160.88,160.1,Stoploss
709,2009-07-28,158.88,157.6,160.105,160.0,Stoploss
710,2009-07-29,158.9,158.25,160.45,160.03,Stoploss
711,2009-07-30,161.7,161.5,164.72,162.79,Stoploss
712,2009-07-31,162.9881,162.91,165.0,163.39,Stoploss
713,2009-08-03,165.21,164.87,166.64,166.43,Stoploss
714,2009-08-04,164.93,164.21,165.57,165.55,Stoploss
715,2009-08-05,165.75,164.21,167.39,165.11,Stoploss
716,2009-08-06,165.58,163.09,166.51,163.91,Stoploss
717,2009-08-07,165.49,164.8,166.6,165.51,Stoploss
718,2009-08-10,165.66,163.66,166.6,164.72,Stoploss
719,2009-08-11,163.69,161.88,164.38,162.83,Stoploss
720,2009-08-12,162.55,162.46,166.71,165.31,Stoploss
721,2009-08-13,166.65,166.5,168.67,168.42,Stoploss
722,2009-08-14,167.94,165.53,168.2267,166.78,Stoploss
723,2009-08-17,163.55,159.42,163.59,159.59,Stoploss
724,2009-08-18,161.63,161.41,164.24,164.0,Stoploss
725,2009-08-19,162.75,162.45,165.3,164.6,Stoploss
726,2009-08-20,164.98,164.61,166.72,166.33,Stoploss
727,2009-08-21,167.65,166.8,169.37,169.22,Stoploss
728,2009-08-24,170.12,168.27,170.71,169.06,Stoploss
729,2009-08-25,169.4599,169.13,170.94,169.4,Stoploss
730,2009-08-26,168.92,166.76,169.55,167.41,Stoploss
731,2009-08-27,168.75,164.83,169.57,169.45,Stoploss
732,2009-08-28,172.27,168.53,172.49,170.05,Stoploss
733,2009-08-31,168.16,166.5,168.85,168.21,Stoploss
734,2009-09-01,167.99,164.94,170.0,165.298,Stoploss
735,2009-09-02,164.62,164.11,167.61,165.18,Stoploss
736,2009-09-03,166.44,165.0,167.1,166.55,Stoploss
737,2009-09-04,167.2757,167.09,170.7,170.31,Stoploss
738,2009-09-08,172.98,172.0,173.14,172.93,Stoploss
739,2009-09-09,172.78,169.7,174.47,171.14,Stoploss
740,2009-09-10,172.06,170.81,173.25,172.56,Stoploss
741,2009-09-11,172.91,170.87,173.18,172.16,Stoploss
742,2009-09-14,170.83,170.25,173.9,173.72,Stoploss
743,2009-09-15,174.04,173.59,175.65,175.16,Stoploss
744,2009-09-16,177.99,177.88,182.75,181.87,Stoploss
745,2009-09-17,181.98,181.97,186.79,184.55,Stoploss
746,2009-09-18,185.83,184.76,186.55,185.02,Stoploss
747,2009-09-21,184.29,181.62,185.16,184.02,Stoploss
748,2009-09-22,185.19,182.85,185.38,184.48,Stoploss
749,2009-09-23,185.4,185.03,188.9,185.5,Stoploss
750,2009-09-24,187.2,182.77,187.7,183.82,Stoploss
751,2009-09-25,182.01,181.44,185.5,182.37,Stoploss
752,2009-09-28,183.87,183.33,186.68,186.1519,Stoploss
753,2009-09-29,186.73,184.31,187.4,185.38,Stoploss
754,2009-09-30,186.13,182.6127,186.45,185.35,Stoploss
755,2009-10-01,185.35,180.7,186.22,180.8599,Stoploss
756,2009-10-02,181.41,181.35,185.94,184.9,Stoploss
757,2009-10-05,186.2,184.2701,186.86,186.024,Stoploss
758,2009-10-06,187.74,187.3,190.01,190.01,Stoploss
759,2009-10-07,189.76,189.032,190.55,190.25,Stoploss
760,2009-10-08,190.66,188.89,191.45,189.27,Stoploss
761,2009-10-09,188.97,188.62,190.7,190.47,Stoploss
762,2009-10-12,191.02,189.64,191.51,190.81,Stoploss
763,2009-10-13,190.63,189.7,191.17,190.02,Stoploss
764,2009-10-14,192.25,190.23,192.32,191.29,Stoploss
765,2009-10-15,189.63,189.53,190.92,190.56,Stoploss
766,2009-10-16,189.35,187.84,190.36,188.05,Stoploss
767,2009-10-19,187.85,185.55,190.0,189.86,Stoploss
768,2009-10-20,200.6,197.85,201.75,198.76,Null
769,2009-10-21,199.52,199.23,208.7099,204.92,Null
770,2009-10-22,204.7,202.51,207.85,205.2,Null
771,2009-10-23,205.7,203.23,205.8,203.94,Null
772,2009-10-26,203.67,200.1,206.75,202.48,Stoploss
773,2009-10-27,201.66,196.45,202.81,197.37,Stoploss
774,2009-10-28,197.71,191.1,198.02,192.4,Stoploss
775,2009-10-29,195.0,192.14,196.81,196.35,Stoploss
776,2009-10-30,196.05599999999998,186.0667,196.8,188.5,Stoploss
777,2009-11-02,189.8,185.57,192.88,189.31,Stoploss
778,2009-11-03,187.85,185.92,189.52,188.75,Stoploss
779,2009-11-04,190.73,190.23,193.85,190.81,Stoploss
780,2009-11-05,192.4,191.82,195.0,194.0301,Stoploss
781,2009-11-06,192.51,192.4,195.19,194.34,Stoploss
782,2009-11-09,196.94,196.26,201.9,201.46,Stoploss
783,2009-11-10,201.02,201.01,204.98,202.98,Stoploss
784,2009-11-11,204.56,201.83,205.0,203.25,Null
785,2009-11-12,203.14,201.43,204.87,201.99,Stoploss
786,2009-11-13,202.87,202.07,204.83,204.45,Null
787,2009-11-16,205.48,205.01,208.0,206.63,Null
788,2009-11-17,206.08,205.0,207.44,207.0,Null
789,2009-11-18,206.54,204.0,207.0,205.96,Null
790,2009-11-19,204.61,199.8,204.61,200.51,Stoploss
791,2009-11-20,199.15,197.76,200.39,199.92,Stoploss
792,2009-11-23,203.0,202.95,206.0,205.88,Null
793,2009-11-24,205.33,202.9,205.88,204.44,Stoploss
794,2009-11-25,205.4,203.76,205.65,204.19,Stoploss
795,2009-11-27,199.22,198.37,202.96,200.59,Stoploss
796,2009-11-30,201.11,198.77,201.68,199.91,Stoploss
797,2009-12-01,202.24,196.83,202.77,196.97,Stoploss
798,2009-12-02,198.96,195.75,201.42,196.23,Stoploss
799,2009-12-03,197.42,196.27,198.98,196.48,Stoploss
800,2009-12-04,199.6995,190.28,199.88,193.32,Stoploss
801,2009-12-07,193.32,188.68,193.77,188.95,Stoploss
802,2009-12-08,189.36,188.7,192.35,189.87,Stoploss
803,2009-12-09,191.28,190.31,198.16,197.8,Stoploss
804,2009-12-10,199.5,196.12,199.7,196.43,Stoploss
805,2009-12-11,197.78,193.43,198.0,194.67,Stoploss
806,2009-12-14,195.37,192.56,197.43,196.98,Stoploss
807,2009-12-15,195.83,193.27,197.51,194.17,Stoploss
808,2009-12-16,195.1,194.55,196.5,195.03,Stoploss
809,2009-12-17,194.26,191.0,195.0,191.86,Stoploss
810,2009-12-18,193.17,192.6,195.503,195.43,Stoploss
811,2009-12-21,196.05,195.67,199.75,198.23,Stoploss
812,2009-12-22,199.44,198.66,200.85,200.36,Stoploss
813,2009-12-23,201.25,200.81,202.38,202.1,Stoploss
814,2009-12-24,203.55,203.35,209.35,209.04,Null
815,2009-12-28,211.72,209.611,213.95,211.61,Null
816,2009-12-29,212.63,208.73,212.72,209.1,Stoploss
817,2009-12-30,208.83,208.31,212.0,211.64,Null
818,2009-12-31,213.13,210.56,213.35,210.732,Null
819,2010-01-04,213.43,212.38,214.5,214.01,Null
820,2010-01-05,214.6,213.25,215.59,214.38,Null
821,2010-01-06,214.38,210.75,215.23,210.97,Stoploss
822,2010-01-07,211.75,209.05,212.0,210.58,Stoploss
823,2010-01-08,210.3,209.06,212.0,211.98,Stoploss
824,2010-01-11,212.8,208.45,213.0,210.11,Stoploss
825,2010-01-12,209.19,206.42,209.77,207.72,Stoploss
826,2010-01-13,207.87,204.1,210.93,210.65,Stoploss
827,2010-01-14,210.11,209.02,210.46,209.43,Stoploss
828,2010-01-15,210.93,205.87,211.6,205.93,Stoploss
829,2010-01-19,208.33,207.24,215.19,215.04,Null
830,2010-01-20,214.91,209.5,215.55,211.725,Stoploss
831,2010-01-21,212.08,207.21,213.3138,208.072,Stoploss
832,2010-01-22,206.78,197.16,207.5,197.75,Stoploss
833,2010-01-25,202.51,200.19,204.7,203.075,Stoploss
834,2010-01-26,205.95,202.58,213.71,205.94,Stoploss
835,2010-01-27,206.85,199.53099999999998,210.58,207.88400000000001,Stoploss
836,2010-01-28,204.93,198.7,205.5,199.29,Stoploss
837,2010-01-29,201.08,190.25,202.2,192.063,Stoploss
838,2010-02-01,192.37,191.3,196.0,194.73,Stoploss
839,2010-02-02,195.91,193.38,196.32,195.86,Stoploss
840,2010-02-03,195.17,194.42,200.2,199.23,Stoploss
841,2010-02-04,196.73,191.57,198.37,192.05,Stoploss
842,2010-02-05,192.625,190.85,196.0,195.46,Stoploss
843,2010-02-08,195.69,194.0,197.88,194.12,Stoploss
844,2010-02-09,196.42,194.75,197.5,196.19,Stoploss
845,2010-02-10,195.89,194.26,196.6,195.11599999999999,Stoploss
846,2010-02-11,194.88,194.06,199.75,198.67,Stoploss
847,2010-02-12,198.11,195.5,201.64,200.38,Stoploss
848,2010-02-16,201.94,201.52,203.69,203.4,Stoploss
849,2010-02-17,204.19,200.86,204.31,202.55,Stoploss
850,2010-02-18,201.63,200.92,203.89,202.928,Stoploss
851,2010-02-19,201.86,201.11,203.2,201.67,Stoploss
852,2010-02-22,202.34,199.19,202.5,200.416,Stoploss
853,2010-02-23,200.0,195.71,201.33,197.05900000000003,Stoploss
854,2010-02-24,198.23,197.84,201.44,200.65599999999998,Stoploss
855,2010-02-25,197.38,196.89,202.86,202.0,Stoploss
856,2010-02-26,202.38,202.0,205.17,204.62,Stoploss
857,2010-03-01,205.75,205.45,209.5,208.99,Stoploss
858,2010-03-02,209.93,207.74,210.83,208.85,Stoploss
859,2010-03-03,208.94,207.94,209.87,209.33,Stoploss
860,2010-03-04,209.28,208.63,210.92,210.71,Stoploss
861,2010-03-05,214.94,214.63,219.7,218.95,Null
862,2010-03-08,220.01,218.25,220.09,219.08,Null
863,2010-03-09,218.31,217.89,225.0,223.02,Null
864,2010-03-10,223.8295,223.2,225.48,224.84,Null
865,2010-03-11,223.91,223.32,225.5,225.5,Null
866,2010-03-12,227.37,225.75,227.73,226.6,Null
867,2010-03-15,225.38,220.25,225.5,223.84,Stoploss
868,2010-03-16,224.18,222.51,224.98,224.45,Stoploss
869,2010-03-17,224.9,223.27,226.45,224.12,Stoploss
870,2010-03-18,224.1,222.61,225.0,224.65,Null
871,2010-03-19,224.79,221.23,225.24,222.2499,Stoploss
872,2010-03-22,220.47,220.15,226.0,224.75,Null
873,2010-03-23,225.64,224.1,228.78,228.36,Null
874,2010-03-24,227.64,227.51,230.2,229.37,Null
875,2010-03-25,230.458,226.25,230.97,226.65,Stoploss
876,2010-03-26,228.95,228.55,231.95,230.9,Null
877,2010-03-29,233.0,231.62,233.8699,232.39,Null
878,2010-03-30,236.6027,234.25,237.48,235.845,Null
879,2010-03-31,235.49,234.46,236.61,235.0,Null
880,2010-04-01,237.49,232.75,238.73,235.97,Null
881,2010-04-05,234.975,234.77,238.51,238.49,Null
882,2010-04-06,238.2,237.0,240.24,239.54,Null
883,2010-04-07,239.72,238.6601,241.92,240.6,Null
884,2010-04-08,240.44,238.04,241.54,239.95,Null
885,2010-04-09,241.43,240.46,241.89,241.79,Null
886,2010-04-12,242.2,241.81,243.07,242.29,Null
887,2010-04-13,241.86,241.11,242.8,242.43,Null
888,2010-04-14,245.28,244.07,245.81,245.69,Null
889,2010-04-15,245.78,245.51,249.03,248.92,Null
890,2010-04-16,248.57,244.55,251.14,247.4,Null
891,2010-04-19,247.03,241.77,247.89,247.07,Null
892,2010-04-20,248.54,242.955,249.25,244.59,Stoploss
893,2010-04-21,258.805,255.73,260.25,259.22,Null
894,2010-04-22,258.24,256.2,266.75,266.4695,Null
895,2010-04-23,267.99,267.0,272.18,270.83,Null
896,2010-04-26,271.88,268.19,272.46,269.5,Null
897,2010-04-27,267.27,260.52,267.84,262.04,Stoploss
898,2010-04-28,263.25,256.41,264.0,261.6,Stoploss
899,2010-04-29,263.02,262.01,270.0,268.64,Stoploss
900,2010-04-30,269.31,261.0,270.57,261.09,Stoploss
901,2010-05-03,263.84,262.88,267.88,266.35,Stoploss
902,2010-05-04,262.89,256.75,263.29,258.68,Stoploss
903,2010-05-05,253.03,248.73,258.14,255.985,Stoploss
904,2010-05-06,253.83,199.25,258.25,246.25,Stoploss
905,2010-05-07,243.71,225.21,246.57,235.86,Stoploss
906,2010-05-10,250.25,248.53,254.65,253.99,Stoploss
907,2010-05-11,251.84,250.5,259.89,256.52,Stoploss
908,2010-05-12,259.245,258.7,263.13,262.09,Stoploss
909,2010-05-13,263.22,256.4,265.0,258.36,Stoploss
910,2010-05-14,255.165,249.5,256.48,253.82,Stoploss
911,2010-05-17,254.7,247.71,256.18,254.22,Stoploss
912,2010-05-18,256.98,250.26,258.55,252.36,Stoploss
