Date,High,Low,Open,Close,Volume,Adj Close
2015-02-10,8646.25,8470.5,8478.099609375,8565.5498046875,196200.0,8565.5498046875
2015-02-11,8651.9501953125,8593.650390625,8603.2998046875,8627.400390625,161600.0,8627.400390625
2015-02-12,8732.5498046875,8599.25,8676.9501953125,8711.5498046875,158800.0,8711.5498046875
2015-02-13,8822.099609375,8729.650390625,8741.5,8805.5,221900.0,8805.5
2015-02-16,8870.099609375,8793.400390625,8831.400390625,8809.349609375,136400.0,8809.349609375
2015-02-18,8894.2998046875,8808.900390625,8811.5498046875,8869.099609375,147600.0,8869.099609375
2015-02-19,8913.4501953125,8794.4501953125,8883.0498046875,8895.2998046875,213300.0,8895.2998046875
2015-02-20,8899.9501953125,8816.2998046875,8895.5,8833.599609375,197600.0,8833.599609375
2015-02-23,8869.0,8736.099609375,8856.849609375,8754.9501953125,139600.0,8754.9501953125
2015-02-24,8800.5,8726.75,8772.900390625,8762.099609375,149800.0,8762.099609375
2015-02-25,8840.650390625,8751.400390625,8801.900390625,8767.25,135200.0,8767.25
2015-02-26,8786.0498046875,8669.4501953125,8779.0,8683.849609375,217500.0,8683.849609375
2015-02-27,8856.9501953125,8717.4501953125,8729.5,8844.599609375,249500.0,8844.599609375
2015-03-02,8972.349609375,8885.4501953125,8953.849609375,8956.75,218100.0,8956.75
2015-03-03,9008.400390625,8925.5498046875,8962.849609375,8996.25,177800.0,8996.25
2015-03-04,9119.2001953125,8893.9501953125,9109.150390625,8922.650390625,248400.0,8922.650390625
2015-03-05,8957.5498046875,8849.349609375,8929.400390625,8937.75,160100.0,8937.75
2015-03-09,8891.2998046875,8740.4501953125,8891.150390625,8756.75,155500.0,8756.75
2015-03-10,8778.0,8677.349609375,8769.75,8712.0498046875,163800.0,8712.0498046875
2015-03-11,8755.599609375,8682.349609375,8728.75,8699.9501953125,172800.0,8699.9501953125
2015-03-12,8787.2001953125,8732.900390625,8740.650390625,8776.0,173900.0,8776.0
2015-03-13,8849.75,8631.75,8844.0498046875,8647.75,179200.0,8647.75
2015-03-16,8663.5498046875,8612.0,8656.75,8633.150390625,163300.0,8633.150390625
2015-03-17,8742.5498046875,8630.7998046875,8689.099609375,8723.2998046875,177000.0,8723.2998046875
2015-03-18,8747.25,8664.0,8742.900390625,8685.900390625,156400.0,8685.900390625
2015-03-19,8788.2001953125,8614.650390625,8749.4501953125,8634.650390625,163500.0,8634.650390625
2015-03-20,8627.900390625,8553.0,8627.900390625,8570.900390625,174600.0,8570.900390625
2015-03-23,8608.349609375,8540.5498046875,8591.5498046875,8550.900390625,150700.0,8550.900390625
2015-03-24,8627.75,8535.849609375,8537.0498046875,8542.9501953125,156700.0,8542.9501953125
2015-03-25,8573.75,8516.5498046875,8568.900390625,8530.7998046875,161000.0,8530.7998046875
2015-03-26,8499.4501953125,8325.349609375,8474.9501953125,8342.150390625,280100.0,8342.150390625
2015-03-27,8413.2001953125,8269.150390625,8396.0,8341.400390625,193000.0,8341.400390625
2015-03-30,8492.2998046875,8380.75,8390.9501953125,8492.2998046875,134700.0,8492.2998046875
2015-03-31,8550.4501953125,8454.150390625,8527.599609375,8491.0,167200.0,8491.0
2015-04-01,8603.400390625,8464.75,8483.7001953125,8586.25,125500.0,8586.25
2015-04-06,8667.5498046875,8573.75,8615.7998046875,8659.900390625,146900.0,8659.900390625
2015-04-07,8693.599609375,8586.849609375,8684.4501953125,8660.2998046875,148700.0,8660.2998046875
2015-04-08,8730.5,8679.7998046875,8698.9501953125,8714.400390625,148200.0,8714.400390625
2015-04-09,8785.5,8682.4501953125,8756.2001953125,8778.2998046875,152700.0,8778.2998046875
2015-04-10,8787.400390625,8733.599609375,8774.349609375,8780.349609375,139000.0,8780.349609375
2015-04-13,8841.650390625,8762.099609375,8801.75,8834.0,121600.0,8834.0
2015-04-16,8760.0,8645.650390625,8757.0498046875,8706.7001953125,142900.0,8706.7001953125
2015-04-17,8699.849609375,8596.7001953125,8698.0498046875,8606.0,150400.0,8606.0
2015-04-20,8619.9501953125,8422.75,8618.7998046875,8448.099609375,148900.0,8448.099609375
2015-04-21,8469.349609375,8352.7001953125,8416.099609375,8377.75,407800.0,8377.75
2015-04-22,8449.9501953125,8284.7001953125,8400.400390625,8429.7001953125,171800.0,8429.7001953125
2015-04-23,8504.9501953125,8361.849609375,8478.2001953125,8398.2998046875,156000.0,8398.2998046875
2015-04-24,8413.2998046875,8273.349609375,8405.7001953125,8305.25,173600.0,8305.25
2015-04-27,8334.4501953125,8202.349609375,8330.5498046875,8213.7998046875,171500.0,8213.7998046875
2015-04-28,8308.0,8185.14990234375,8215.5498046875,8285.599609375,174600.0,8285.599609375
2015-04-29,8308.2001953125,8219.2001953125,8274.7998046875,8239.75,160400.0,8239.75
2015-04-30,8229.400390625,8144.75,8224.5,8181.5,267700.0,8181.5
2015-05-04,8346.0,8220.4501953125,8230.0498046875,8331.9501953125,131700.0,8331.9501953125
2015-05-05,8355.650390625,8280.599609375,8338.400390625,8324.7998046875,155500.0,8324.7998046875
2015-05-06,8331.9501953125,8083.0,8316.599609375,8097.0,209600.0,8097.0
2015-05-07,8122.60009765625,7997.14990234375,8077.0,8057.2998046875,161600.0,8057.2998046875
2015-05-08,8224.9501953125,8123.4501953125,8131.5,8191.5,183100.0,8191.5
2015-05-11,8332.75,8224.650390625,8243.2001953125,8325.25,192000.0,8325.25
2015-05-12,8326.650390625,8115.2998046875,8326.150390625,8126.9501953125,173400.0,8126.9501953125
2015-05-13,8254.9501953125,8089.7998046875,8181.5498046875,8235.4501953125,169800.0,8235.4501953125
2015-05-14,8236.25,8137.2998046875,8232.4501953125,8224.2001953125,134800.0,8224.2001953125
2015-05-15,8279.2001953125,8212.2001953125,8240.2998046875,8262.349609375,129800.0,8262.349609375
2015-05-18,8384.599609375,8271.9501953125,8284.9501953125,8373.650390625,148700.0,8373.650390625
2015-05-19,8427.7998046875,8335.0,8356.2001953125,8365.650390625,140300.0,8365.650390625
2015-05-20,8440.349609375,8391.4501953125,8392.650390625,8423.25,123600.0,8423.25
2015-05-21,8446.349609375,8382.5,8434.5,8421.0,143800.0,8421.0
2015-05-22,8489.5498046875,8420.599609375,8432.5,8458.9501953125,187300.0,8458.9501953125
2015-05-25,8441.9501953125,8364.150390625,8438.150390625,8370.25,121300.0,8370.25
2015-05-26,8378.900390625,8320.0498046875,8377.099609375,8339.349609375,116800.0,8339.349609375
2015-05-27,8342.849609375,8277.9501953125,8302.75,8334.599609375,165500.0,8334.599609375
2015-05-28,8364.5,8270.150390625,8345.7001953125,8319.0,232300.0,8319.0
2015-05-29,8443.900390625,8305.7001953125,8327.099609375,8433.650390625,363900.0,8433.650390625
2015-06-01,8467.150390625,8405.400390625,8417.25,8433.400390625,122200.0,8433.400390625
2015-06-02,8445.349609375,8226.0498046875,8442.7998046875,8236.4501953125,146800.0,8236.4501953125
2015-06-03,8236.7001953125,8094.14990234375,8232.4501953125,8135.10009765625,171400.0,8135.10009765625
2015-06-04,8160.0498046875,8056.75,8155.14990234375,8130.64990234375,154700.0,8130.64990234375
2015-06-05,8191.0,8100.14990234375,8119.14990234375,8114.7001953125,162100.0,8114.7001953125
2015-06-08,8131.0,8030.5498046875,8124.35009765625,8044.14990234375,135900.0,8044.14990234375
2015-06-09,8057.14990234375,8005.14990234375,8026.5,8022.39990234375,136000.0,8022.39990234375
2015-06-10,8152.25,8023.7998046875,8024.14990234375,8124.4501953125,136800.0,8124.4501953125
2015-06-11,8163.0498046875,7958.25,8157.2998046875,7965.35009765625,166200.0,7965.35009765625
2015-06-12,7995.60009765625,7940.2998046875,7959.85009765625,7982.89990234375,136600.0,7982.89990234375
2015-06-15,8057.7001953125,7944.85009765625,7986.60009765625,8013.89990234375,133000.0,8013.89990234375
2015-06-16,8061.85009765625,7952.35009765625,8004.2001953125,8047.2998046875,124000.0,8047.2998046875
2015-06-17,8136.85009765625,8048.9501953125,8084.2001953125,8091.5498046875,152500.0,8091.5498046875
2015-06-18,8186.89990234375,8101.7998046875,8113.7001953125,8174.60009765625,144800.0,8174.60009765625
2015-06-19,8250.7998046875,8195.650390625,8201.150390625,8224.9501953125,147100.0,8224.9501953125
2015-06-22,8369.4501953125,8257.400390625,8259.2998046875,8353.099609375,122700.0,8353.099609375
2015-06-23,8398.4501953125,8334.9501953125,8377.4501953125,8381.5498046875,131700.0,8381.5498046875
2015-06-24,8421.349609375,8338.900390625,8399.400390625,8360.849609375,130100.0,8360.849609375
2015-06-25,8423.150390625,8329.5,8336.25,8398.0,201200.0,8398.0
2015-06-26,8408.5498046875,8339.7001953125,8393.9501953125,8381.099609375,110600.0,8381.099609375
2015-06-29,8329.4501953125,8195.650390625,8247.0498046875,8318.400390625,132000.0,8318.400390625
2015-06-30,8378.0,8298.9501953125,8316.349609375,8368.5,158500.0,8368.5
2015-07-01,8481.599609375,8370.150390625,8376.25,8453.0498046875,131800.0,8453.0498046875
2015-07-02,8479.25,8433.2001953125,8471.9501953125,8444.900390625,112000.0,8444.900390625
2015-07-03,8497.75,8424.150390625,8440.099609375,8484.900390625,88400.0,8484.900390625
2015-07-06,8533.150390625,8386.150390625,8386.150390625,8522.150390625,101500.0,8522.150390625
2015-07-07,8561.349609375,8483.849609375,8525.5,8510.7998046875,122200.0,8510.7998046875
2015-07-08,8457.5,8341.400390625,8439.2001953125,8363.0498046875,188100.0,8363.0498046875
2015-07-09,8400.2998046875,8323.0,8364.849609375,8328.5498046875,131300.0,8328.5498046875
2015-07-10,8377.099609375,8315.400390625,8365.7001953125,8360.5498046875,154100.0,8360.5498046875
2015-07-13,8471.650390625,8355.400390625,8397.25,8459.650390625,117800.0,8459.650390625
2015-07-14,8480.25,8424.099609375,8470.599609375,8454.099609375,101700.0,8454.099609375
2015-07-15,8531.400390625,8462.9501953125,8463.400390625,8523.7998046875,105500.0,8523.7998046875
2015-07-16,8616.099609375,8542.900390625,8546.150390625,8608.0498046875,116000.0,8608.0498046875
2015-07-17,8642.9501953125,8593.150390625,8623.650390625,8609.849609375,105000.0,8609.849609375
2015-07-20,8624.099609375,8559.0,8623.900390625,8603.4501953125,90600.0,8603.4501953125
2015-07-21,8646.75,8517.900390625,8601.5,8529.4501953125,164100.0,8529.4501953125
2015-07-22,8643.900390625,8498.650390625,8512.25,8633.5,136800.0,8633.5
2015-07-23,8654.75,8573.7998046875,8643.9501953125,8589.7998046875,132900.0,8589.7998046875
2015-07-24,8589.150390625,8513.5,8588.150390625,8521.5498046875,127400.0,8521.5498046875
2015-07-27,8492.2001953125,8351.5498046875,8492.099609375,8361.0,136600.0,8361.0
2015-07-28,8397.400390625,8321.75,8371.099609375,8337.0,174600.0,8337.0
2015-07-29,8381.5,8338.4501953125,8365.599609375,8375.0498046875,141000.0,8375.0498046875
2015-07-30,8458.900390625,8408.2998046875,8417.0,8421.7998046875,215200.0,8421.7998046875
2015-07-31,8548.9501953125,8448.0,8456.099609375,8532.849609375,203300.0,8532.849609375
2015-08-03,8563.9501953125,8508.099609375,8510.650390625,8543.0498046875,156700.0,8543.0498046875
2015-08-04,8565.150390625,8448.25,8564.099609375,8516.900390625,187400.0,8516.900390625
2015-08-05,8591.849609375,8545.849609375,8547.4501953125,8567.9501953125,132800.0,8567.9501953125
2015-08-06,8606.2998046875,8551.5,8585.7998046875,8588.650390625,134900.0,8588.650390625
2015-08-07,8595.9501953125,8552.7001953125,8580.7998046875,8564.599609375,143700.0,8564.599609375
2015-08-10,8621.5498046875,8497.7998046875,8577.0,8525.599609375,123400.0,8525.599609375
2015-08-11,8556.25,8441.2998046875,8548.4501953125,8462.349609375,154400.0,8462.349609375
2015-08-12,8446.9501953125,8337.9501953125,8445.7001953125,8349.4501953125,190000.0,8349.4501953125
2015-08-13,8429.5,8339.75,8384.4501953125,8355.849609375,189200.0,8355.849609375
2015-08-14,8530.099609375,8381.2001953125,8402.349609375,8518.5498046875,155900.0,8518.5498046875
2015-08-17,8530.599609375,8428.0498046875,8530.5,8477.2998046875,174700.0,8477.2998046875
2015-08-18,8525.75,8433.599609375,8505.849609375,8466.5498046875,153300.0,8466.5498046875
2015-08-19,8520.4501953125,8425.9501953125,8468.0498046875,8495.150390625,130500.0,8495.150390625
2015-08-20,8501.349609375,8359.75,8471.0498046875,8372.75,184100.0,8372.75
2015-08-21,8322.2001953125,8225.0498046875,8305.400390625,8299.9501953125,201300.0,8299.9501953125
2015-08-24,8060.0498046875,7769.39990234375,8055.9501953125,7809.0,312400.0,7809.0
2015-08-25,7925.39990234375,7667.25,7895.39990234375,7880.7001953125,299100.0,7880.7001953125
2015-08-26,7930.0498046875,7777.10009765625,7865.25,7791.85009765625,216600.0,7791.85009765625
2015-08-27,7963.60009765625,7862.2998046875,7921.60009765625,7948.9501953125,305000.0,7948.9501953125
2015-08-28,8091.7998046875,7961.64990234375,8053.7001953125,8001.9501953125,195600.0,8001.9501953125
2015-08-31,8043.60009765625,7947.9501953125,8009.25,7971.2998046875,198200.0,7971.2998046875
2015-09-01,7929.10009765625,7746.5,7907.9501953125,7785.85009765625,184900.0,7785.85009765625
2015-09-02,7862.5498046875,7699.25,7856.64990234375,7717.0,215300.0,7717.0
2015-09-03,7845.60009765625,7754.0498046875,7774.4501953125,7823.0,155800.0,7823.0
2015-09-04,7804.89990234375,7626.85009765625,7803.39990234375,7655.0498046875,193600.0,7655.0498046875
2015-09-07,7705.0498046875,7545.89990234375,7685.85009765625,7558.7998046875,141400.0,7558.7998046875
2015-09-08,7720.89990234375,7539.5,7587.7001953125,7688.25,172200.0,7688.25
2015-09-09,7846.0498046875,7764.5498046875,7805.85009765625,7818.60009765625,208400.0,7818.60009765625
2015-09-10,7819.85009765625,7678.5,7729.0498046875,7788.10009765625,160300.0,7788.10009765625
2015-09-11,7864.85009765625,7759.89990234375,7833.7998046875,7789.2998046875,136400.0,7789.2998046875
2015-09-14,7879.9501953125,7761.85009765625,7811.10009765625,7872.25,122800.0,7872.25
2015-09-15,7880.0,7799.75,7867.35009765625,7829.10009765625,136500.0,7829.10009765625
2015-09-16,7913.89990234375,7853.2998046875,7886.85009765625,7899.14990234375,140000.0,7899.14990234375
2015-09-18,8055.0,7955.85009765625,7967.4501953125,7981.89990234375,241800.0,7981.89990234375
2015-09-21,7987.89990234375,7908.35009765625,7911.5,7977.10009765625,121800.0,7977.10009765625
2015-09-22,8021.60009765625,7787.75,8014.7998046875,7812.0,168400.0,7812.0
2015-09-23,7882.89990234375,7723.25,7737.35009765625,7845.9501953125,146700.0,7845.9501953125
2015-09-24,7894.5,7804.10009765625,7838.39990234375,7868.5,202500.0,7868.5
2015-09-28,7893.9501953125,7787.9501953125,7892.7998046875,7795.7001953125,136300.0,7795.7001953125
2015-09-29,7926.5498046875,7691.2001953125,7725.7001953125,7843.2998046875,240700.0,7843.2998046875
2015-09-30,7957.7001953125,7874.5,7924.25,7948.89990234375,210700.0,7948.89990234375
2015-10-01,8008.25,7930.64990234375,7992.0498046875,7950.89990234375,156900.0,7950.89990234375
2015-10-05,8128.89990234375,8005.10009765625,8005.10009765625,8119.2998046875,183100.0,8119.2998046875
2015-10-06,8180.9501953125,8096.5,8180.4501953125,8152.89990234375,178500.0,8152.89990234375
2015-10-07,8188.89990234375,8132.89990234375,8146.2001953125,8177.39990234375,193900.0,8177.39990234375
2015-10-08,8196.75,8105.85009765625,8196.75,8129.35009765625,171700.0,8129.35009765625
2015-10-09,8232.2001953125,8139.64990234375,8186.35009765625,8189.7001953125,199700.0,8189.7001953125
2015-10-12,8244.5,8128.2001953125,8231.5,8143.60009765625,199100.0,8143.60009765625
2015-10-13,8150.25,8088.60009765625,8121.9501953125,8131.7001953125,145900.0,8131.7001953125
2015-10-14,8139.2998046875,8096.35009765625,8102.39990234375,8107.89990234375,138900.0,8107.89990234375
2015-10-15,8190.5498046875,8129.7998046875,8134.35009765625,8179.5,167200.0,8179.5
2015-10-16,8246.400390625,8147.64990234375,8193.650390625,8238.150390625,156400.0,8238.150390625
2015-10-19,8283.0498046875,8239.2001953125,8262.5498046875,8275.0498046875,124500.0,8275.0498046875
2015-10-20,8294.0498046875,8229.2001953125,8280.2998046875,8261.650390625,155100.0,8261.650390625
2015-10-21,8294.400390625,8217.150390625,8258.349609375,8251.7001953125,144800.0,8251.7001953125
2015-10-23,8328.099609375,8280.75,8308.25,8295.4501953125,152000.0,8295.4501953125
2015-10-26,8336.2998046875,8252.0498046875,8333.650390625,8260.5498046875,133900.0,8260.5498046875
2015-10-27,8241.9501953125,8217.0498046875,8230.349609375,8232.900390625,156700.0,8232.900390625
2015-10-28,8209.099609375,8131.7998046875,8188.89990234375,8171.2001953125,188900.0,8171.2001953125
2015-10-29,8179.60009765625,8098.0,8175.4501953125,8111.75,217500.0,8111.75
2015-10-30,8146.10009765625,8044.39990234375,8123.5498046875,8065.7998046875,199500.0,8065.7998046875
2015-11-02,8060.7001953125,7995.60009765625,8054.5498046875,8050.7998046875,136100.0,8050.7998046875
2015-11-03,8100.35009765625,8031.75,8086.35009765625,8060.7001953125,132500.0,8060.7001953125
2015-11-04,8116.10009765625,8027.2998046875,8104.89990234375,8040.2001953125,122100.0,8040.2001953125
2015-11-05,8031.2001953125,7944.10009765625,8030.35009765625,7955.4501953125,132100.0,7955.4501953125
2015-11-06,8002.64990234375,7926.14990234375,7956.5498046875,7954.2998046875,219500.0,7954.2998046875
2015-11-09,7937.75,7771.7001953125,7788.25,7915.2001953125,211800.0,7915.2001953125
2015-11-10,7885.10009765625,7772.85009765625,7877.60009765625,7783.35009765625,165200.0,7783.35009765625
2015-11-13,7775.10009765625,7730.89990234375,7762.4501953125,7762.25,160900.0,7762.25
2015-11-16,7838.85009765625,7714.14990234375,7732.9501953125,7806.60009765625,149500.0,7806.60009765625
2015-11-17,7860.4501953125,7793.0,7848.75,7837.5498046875,145000.0,7837.5498046875
2015-11-18,7843.39990234375,7725.0498046875,7823.14990234375,7731.7998046875,143600.0,7731.7998046875
2015-11-19,7854.89990234375,7765.4501953125,7788.5,7842.75,132600.0,7842.75
2015-11-20,7906.9501953125,7817.7998046875,7841.89990234375,7856.5498046875,151900.0,7856.5498046875
2015-11-23,7877.5,7825.2001953125,7869.5,7849.25,127000.0,7849.25
2015-11-24,7870.35009765625,7812.64990234375,7837.0,7831.60009765625,130600.0,7831.60009765625
2015-11-26,7897.10009765625,7832.0,7837.14990234375,7883.7998046875,219800.0,7883.7998046875
2015-11-27,7959.2998046875,7879.4501953125,7910.60009765625,7942.7001953125,150300.0,7942.7001953125
2015-11-30,7966.0,7922.7998046875,7936.25,7935.25,216300.0,7935.25
2015-12-01,7972.14990234375,7934.14990234375,7958.14990234375,7954.89990234375,138600.0,7954.89990234375
2015-12-02,7979.2998046875,7910.7998046875,7976.7001953125,7931.35009765625,126300.0,7931.35009765625
2015-12-03,7912.2998046875,7853.2998046875,7902.2998046875,7864.14990234375,125700.0,7864.14990234375
2015-12-04,7821.39990234375,7775.7001953125,7817.60009765625,7781.89990234375,152500.0,7781.89990234375
2015-12-07,7825.39990234375,7746.0498046875,7816.5498046875,7765.39990234375,137600.0,7765.39990234375
2015-12-08,7771.25,7685.4501953125,7738.5,7701.7001953125,135100.0,7701.7001953125
2015-12-09,7702.85009765625,7606.89990234375,7695.5,7612.5,140000.0,7612.5
2015-12-10,7691.9501953125,7610.0,7643.2998046875,7683.2998046875,140800.0,7683.2998046875
2015-12-11,7703.0498046875,7575.2998046875,7699.60009765625,7610.4501953125,167800.0,7610.4501953125
2015-12-14,7663.9501953125,7551.0498046875,7558.2001953125,7650.0498046875,148900.0,7650.0498046875
2015-12-15,7705.0,7625.10009765625,7659.14990234375,7700.89990234375,134300.0,7700.89990234375
2015-12-16,7776.60009765625,7715.75,7725.25,7750.89990234375,154300.0,7750.89990234375
2015-12-17,7852.89990234375,7737.5498046875,7783.0498046875,7844.35009765625,175900.0,7844.35009765625
2015-12-18,7836.14990234375,7753.35009765625,7828.89990234375,7761.9501953125,191400.0,7761.9501953125
2015-12-21,7840.75,7733.4501953125,7745.64990234375,7834.4501953125,126300.0,7834.4501953125
2015-12-22,7846.2998046875,7776.85009765625,7829.39990234375,7786.10009765625,125700.0,7786.10009765625
2015-12-23,7871.4501953125,7826.10009765625,7830.4501953125,7865.9501953125,117900.0,7865.9501953125
2015-12-24,7888.75,7835.5,7888.75,7861.0498046875,93500.0,7861.0498046875
2015-12-28,7937.2001953125,7863.0,7863.2001953125,7925.14990234375,122900.0,7925.14990234375
2015-12-29,7942.14990234375,7902.75,7929.2001953125,7928.9501953125,113000.0,7928.9501953125
2015-12-30,7944.75,7889.85009765625,7938.60009765625,7896.25,106800.0,7896.25
2015-12-31,7955.5498046875,7891.14990234375,7897.7998046875,7946.35009765625,150900.0,7946.35009765625
2016-01-04,7937.5498046875,7781.10009765625,7924.5498046875,7791.2998046875,134700.0,7791.2998046875
2016-01-05,7831.2001953125,7763.25,7828.39990234375,7784.64990234375,145200.0,7784.64990234375
2016-01-06,7800.9501953125,7721.2001953125,7788.0498046875,7741.0,147100.0,7741.0
2016-01-07,7674.9501953125,7556.60009765625,7673.35009765625,7568.2998046875,188900.0,7568.2998046875
2016-01-08,7634.10009765625,7581.0498046875,7611.64990234375,7601.35009765625,157400.0,7601.35009765625
2016-01-11,7605.10009765625,7494.35009765625,7527.4501953125,7563.85009765625,189000.0,7563.85009765625
2016-01-12,7588.2998046875,7487.7998046875,7587.2001953125,7510.2998046875,163900.0,7510.2998046875
2016-01-13,7590.9501953125,7425.7998046875,7557.89990234375,7562.39990234375,215200.0,7562.39990234375
2016-01-14,7604.7998046875,7443.7998046875,7467.39990234375,7536.7998046875,200800.0,7536.7998046875
2016-01-15,7566.5,7427.2998046875,7561.64990234375,7437.7998046875,197500.0,7437.7998046875
2016-01-18,7463.64990234375,7336.39990234375,7420.35009765625,7351.0,233600.0,7351.0
2016-01-19,7462.75,7364.14990234375,7381.7998046875,7435.10009765625,188300.0,7435.10009765625
2016-01-20,7470.89990234375,7241.5,7357.0,7309.2998046875,225600.0,7309.2998046875
2016-01-21,7398.7001953125,7250.0,7376.64990234375,7276.7998046875,240700.0,7276.7998046875
2016-01-22,7433.39990234375,7327.60009765625,7355.7001953125,7422.4501953125,229200.0,7422.4501953125
2016-01-25,7487.14990234375,7421.2001953125,7468.75,7436.14990234375,163200.0,7436.14990234375
2016-01-27,7477.89990234375,7419.7001953125,7469.60009765625,7437.75,187600.0,7437.75
2016-01-28,7468.85009765625,7409.60009765625,7426.5,7424.64990234375,274500.0,7424.64990234375
2016-01-29,7575.64990234375,7402.7998046875,7413.35009765625,7563.5498046875,298700.0,7563.5498046875
2016-02-01,7600.4501953125,7541.25,7589.5,7555.9501953125,200400.0,7555.9501953125
2016-02-02,7576.2998046875,7428.0498046875,7566.64990234375,7455.5498046875,230200.0,7455.5498046875
2016-02-03,7419.39990234375,7350.2998046875,7392.4501953125,7361.7998046875,192000.0,7361.7998046875
2016-02-04,7457.0498046875,7365.9501953125,7411.4501953125,7404.0,222700.0,7404.0
2016-02-05,7503.14990234375,7406.64990234375,7418.25,7489.10009765625,249800.0,7489.10009765625
2016-02-08,7512.5498046875,7363.2001953125,7489.7001953125,7387.25,171500.0,7387.25
2016-02-09,7323.4501953125,7275.14990234375,7303.9501953125,7298.2001953125,212100.0,7298.2001953125
2016-02-10,7271.85009765625,7177.75,7264.2998046875,7215.7001953125,246900.0,7215.7001953125
2016-02-11,7208.64990234375,6959.9501953125,7203.60009765625,6976.35009765625,292300.0,6976.35009765625
2016-02-12,7034.7998046875,6869.0,7023.64990234375,6980.9501953125,333900.0,6980.9501953125
2016-02-15,7182.7998046875,7056.7998046875,7057.35009765625,7162.9501953125,354200.0,7162.9501953125
2016-02-16,7204.64990234375,7037.7001953125,7201.25,7048.25,253800.0,7048.25
2016-02-17,7123.7001953125,6960.64990234375,7058.85009765625,7108.4501953125,260000.0,7108.4501953125
2016-02-18,7215.10009765625,7127.85009765625,7177.39990234375,7191.75,246700.0,7191.75
2016-02-19,7226.85009765625,7145.9501953125,7170.5498046875,7210.75,192300.0,7210.75
2016-02-22,7252.39990234375,7200.7001953125,7208.85009765625,7234.5498046875,154400.0,7234.5498046875
2016-02-23,7241.7001953125,7090.7001953125,7240.2998046875,7109.5498046875,194400.0,7109.5498046875
2016-02-24,7090.7998046875,7009.75,7075.0,7018.7001953125,199700.0,7018.7001953125
2016-02-25,7034.2001953125,6961.39990234375,7029.85009765625,6970.60009765625,283100.0,6970.60009765625
2016-02-26,7052.89990234375,6985.10009765625,7039.2998046875,7029.75,206700.0,7029.75
2016-02-29,7094.60009765625,6825.7998046875,7050.4501953125,6987.0498046875,473400.0,6987.0498046875
2016-03-01,7235.5,7035.10009765625,7038.25,7222.2998046875,275100.0,7222.2998046875
2016-03-02,7380.35009765625,7308.14990234375,7321.7001953125,7368.85009765625,338500.0,7368.85009765625
2016-03-03,7483.9501953125,7406.0498046875,7429.5498046875,7475.60009765625,278600.0,7475.60009765625
2016-03-04,7505.89990234375,7444.10009765625,7505.39990234375,7485.35009765625,281700.0,7485.35009765625
2016-03-08,7527.14990234375,7442.14990234375,7486.39990234375,7485.2998046875,257000.0,7485.2998046875
2016-03-09,7539.0,7424.2998046875,7436.10009765625,7531.7998046875,245100.0,7531.7998046875
